4.2549	1.99953
4.2549	1.99953
4.2549	1.99953
4.2549	1.99953
4.2549	1.99953
4.2549	1.99953
4.2549	1.99953
3.2549	1.99953
4.2549	1.99953
4.2549	1.99953
0.254902	1.99953
4.23529	1.99573
4.23529	1.99573
4.23529	1.99573
4.23529	1.99573
4.23529	1.99573
4.23529	1.99573
3.23529	1.99573
3.23529	1.99573
3.23529	1.99573
2.23529	1.99573
0.27451	1.98817
3.27451	1.98817
3.27451	1.98817
2.27451	1.98817
2.27451	1.98817
3.27451	1.98817
3.27451	1.98817
4.27451	1.98817
3.27451	1.98817
3.27451	1.98817
3.21569	1.97685
4.21569	1.97685
4.21569	1.97685
4.21569	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
4.21569	1.97685
4.21569	1.97685
0.215686	1.97685
4.21569	1.97685
3.21569	1.97685
4.21569	1.97685
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
3.29412	1.96183
0.294118	1.96183
3.29412	1.96183
3.29412	1.96183
3.29412	1.96183
3.29412	1.96183
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
2.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
0.196078	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
3.31373	1.92091
4.31373	1.92091
4.31373	1.92091
0.313726	1.92091
4.17647	1.89516
0.176471	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
2.33333	1.86603
2.33333	1.86603
2.33333	1.86603
2.33333	1.86603
2.33333	1.86603
0.156863	1.8336
0.156863	1.8336
0.156863	1.8336
3.15686	1.8336
4.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
4.35294	1.79802
4.35294	1.79802
3.35294	1.79802
3.35294	1.79802
3.35294	1.79802
3.35294	1.79802
3.35294	1.79802
3.35294	1.79802
3.35294	1.79802
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.37255	1.71791
4.37255	1.71791
3.37255	1.71791
3.37255	1.71791
4.37255	1.71791
3.37255	1.71791
3.37255	1.71791
3.11765	1.6737
4.11765	1.6737
4.39216	1.62692
4.09804	1.57777
4.09804	1.57777
2.09804	1.57777
3.09804	1.57777
4.41176	1.52643
4.41176	1.52643
4.07843	1.47309
4.07843	1.47309
4.07843	1.47309
4.07843	1.47309
0.0784314	1.47309
0.0784314	1.47309
0.0784314	1.47309
2.43137	1.41796
4.43137	1.41796
3.43137	1.41796
3.43137	1.41796
4.43137	1.41796
4.05882	1.36124
4.05882	1.36124
4.45098	1.30315
3.45098	1.30315
3.45098	1.30315
3.45098	1.30315
3.45098	1.30315
3.45098	1.30315
2.01961	1.12289
3	1
5	1
3.5098	0.938439
3.98039	0.877112
3.52941	0.81625
0.529412	0.81625
4.52941	0.81625
2.54902	0.696847
3.92157	0.526906
3.58824	0.473567
3.60784	0.373076
2.88235	0.326304
3.62745	0.282088
3.86275	0.240595
0.647059	0.201983
0.666667	0.133975
2.68627	0.0790944
0.686275	0.0790944
3.68627	0.0790944
2.80392	0.0568453
3.80392	0.0568453
1.70588	0.0381744
4.70588	0.038174
4.78431	0.0231516
2.72549	0.0118346
2.72549	0.0118346
1.76471	0.00426583
