12.3522	156.167
-11.1996	155.633
12.6599	155.2
13.0548	153.294
-10.435	151.64
13.3613	151.314
13.7631	148.08
-9.97215	147.854
13.9104	146.72
-9.51296	143.126
15.0863	132.828
-7.9224	120.173
-15.9241	120.142
-16.551	109.522
-37.2226	94.8836
-5.86895	80.4216
-40.3272	78.477
33.3524	77.1956
5.64294	75.7516
18.7617	68.5113
31.7611	59.7685
-61.8868	57.6643
-61.8089	57.6614
-62.07	57.6273
-61.342	57.4105
61.2965	57.3646
62.636	57.1286
-19.6571	52.2398
-59.0785	50.698
-19.8269	49.2802
58.5465	47.9274
-65.5197	46.5409
-43.4449	45.1543
66.0463	43.4607
-30.1087	39.2689
44.007	38.7952
3.77935	38.7753
-86.8467	34.9751
-86.6886	34.9574
87.8611	34.4337
87.9446	34.3397
85.5819	34.0561
-56.3202	32.9914
56.2364	32.3632
-84.5644	32.0643
89.7051	30.7665
90.1232	29.5229
-83.513	28.9557
-83.2692	28.1026
82.9045	26.7454
-55.2914	25.1978
91.777	23.5428
69.0651	23.1375
92.2564	21.5935
92.3888	21.0453
-81.3982	20.3642
81.3632	20.2053
54.4863	19.2065
45.9973	18.522
69.8769	17.8124
-46.1086	17.5498
-80.7539	17.4141
70.0658	16.6308
-70.4077	14.5611
46.573	13.7324
-46.6544	13.1049
-94.3204	12.9956
-94.7828	11.1663
71.0693	10.8514
-46.9941	10.6281
-95.0471	10.1572
79.0033	9.57447
-27.1875	8.55524
-78.7128	8.3832
-71.5697	8.34462
52.7525	8.00405
71.7817	7.36908
-23.0687	7.28147
72.0412	6.24934
78.0024	5.70391
-1.30963	5.22936
96.5158	5.21681
-1.25382	4.80215
-72.6543	3.94728
-97.0318	3.8142
-1.112	3.79466
51.6138	2.8897
51.5835	2.78562
51.4346	2.29857
-76.843	2.26602
97.794	2.1188
73.2953	2.08669
-73.6912	1.22808
98.8743	0.550308
74.3156	0.333854
25.2075	0.0821072
74.6743	0.0752328
-50.2485	0.0713968
50.2185	0.0552426
99.7357	0.0300247
