0	319300
10	133150
20	179150
30	153850
40	179700
50	159100
60	204600
70	215000
80	193050
90	228600
100	195000
110	194800
120	174000
130	253250
140	234950
150	197300
160	212950
170	214550
180	167900
190	141950
200	183800
210	183950
220	152900
230	204950
240	240350
250	294050
260	193150
270	230100
280	233250
290	147800
300	213800
310	169500
320	219900
330	209400
340	194650
350	223300
360	193300
370	244450
380	223800
390	178650
400	215250
